index,Label,Brand,Name,Price,Rank,Ingredients,Combination,Dry,Normal,Oily,Sensitive,toxicity
1365,Sun protect,SHISEIDO,Ultimate Sun Protection Lotion WetForce SPF 50+ Mini,22,5.0,"Water, Dimethicone, SD Alcohol 40-B, Talc, Methyl Methacrylate Crosspolymer, Isododecane, Cetyl Ethylhexanoate, Diisopropyl Sebacate, Triethylhexanoin, Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone, Glycerin, Dextrin Palmitate, Sucrose Tetrastearate Triacetate, Polybutylene Glycol/PPG-9/1 Copolymer, Trimethylsiloxysilicate, Xylitol, Silica, Sodium Chloride, PEG/PPG-14/7 Dimethyl Ether, Saxifraga Sarmentosa Extract, Sophora Angustifolia Root Extract, Disteardimonium Hectorite, Isostearic Acid, Calcium Stearate, Trisodium EDTA, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Alcohol, BHT, Butylene Glycol, Stearic Acid, Sodium Metabisulfite, Syzygium Jambos Leaf Extract, Tocopherol, Polysilicone-2, Methylparaben, Fragrance, Iron Oxides.",1,1,1,1,1,High
1376,Sun protect,ERBORIAN,CC Red Correct Automatic Perfector Broad Spectrum SPF 25,44,4.5,"Ethylhexyl Salicylate 2%, Water, Cyclomethicone, Dipropylene Glycol, Glycerin, Peg-10 Dimethicone, Methyl Trimethicone , CI 77891/Titanium Dioxide, C12-15 Alkyl Benzoate, Dimethicone, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Disteardimonium Hectorite, Magnesium Sulfate, Butylene Glycol, Centella Asiatica Extract, Talc, Dimethicone/Vinyl Dimethicone Crosspolymer, Aluminum Hydroxide, Trihydroxystearin, Phenoxyethanol, Mica, Methicone, Palmitic Acid, Stearic Acid, Ethylhexylglycerin, Tocopheryl Acetate, Polyester-1, Silica Dimethyl Silylate, Triethoxycaprylylsilane, Parfum/Fragrance, Hexyl Cinnamal, Alpha-isomethyl Ionone, Linalool, Citronellol, Geraniol, Eugenol, Limonene, CI 77492/Iron Oxides, CI 77288/Chromium Oxide Greens, CI 77491/Iron Oxides, CI 77499/Iron Oxides.",1,1,1,1,1,High
1416,Sun protect,KIEHL'S SINCE 1851,Super Fluid UV Mineral Defense Titanium Dioxide Sunscreen Broad Spectrum SPF 50+,38,3.7,"Water, Isododecane, Dimethicone, C12-15 Alkyl Benzoate, Undecane, Styrene/Acrylates Copolymer, Caprylyl Methicone, Nylon-12, Butyloctyl Salicylate, Phenethyl Benzoate, Dicaprylyl Carbonate, Silica, Triethylhexanoin, Isohexadecane, Tridecane, Dicaprylyl Ether, Talc, Dimethicone/Peg-10/15 Crosspolymer, Aluminum Hydroxide, Stearic Acid, Pentylene Glycol, Peg-9 Polydimethylsiloxyethyl Dimethicone, Iron Oxides, Aluminum Stearate, Peg-8 Laurate, Phenoxyethanol, Magnesium Sulfate, Caprylyl Glycol, Alumina, Polyhydroxystearic Acid, Disteardimonium Hectorite, Tocopherol, Propylene Carbonate, Benzoic Acid, Disodium Stearoyl Glutamate, Peg-9.",0,0,0,1,1,High
1454,Sun protect,SHISEIDO,Future Solution LX Total Protective Emulsion Broad Spectrum SPF 20 Sunscreen,260,3.0,"Dipropylene Glycol, Sd Alcohol 40-B, Glycerin, Hydrogenated Polydecene, Xylitol, Isododecane, Dimethicone, Peg-5 Glyceryl Stearate, Isostearic Acid, Silica, Phenyl Trimethicone, Triethanolamine, Xanthan Gum, Tocopheryl Acetate, Peg/Ppg-17/4 Dimethyl Ether, Piperidinepropionic Acid, Phytosteryl Macadamiate, 2-O-Ethyl Ascorbic Acid, Prunus Speciosa Leaf Extract, Angelica Acutiloba Root Extract, Isodonis Japonicus Leaf/Stalk Extract, Camellia Sinensis Leaf Extract, Zanthoxylum Piperitum Peel Extract, Ppg-17, Glyceryl Stearate Se, Behenyl Alcohol, Behenic Acid, Stearic Acid, Batyl Alcohol, Peg-30 Phytosterol, Butylene Glycol, Carbomer, Disodium Edta, Alcohol, Bht, Cellulose Gum, Sodium Metaphosphate, Talc, Dextrin Palmitate, Tocopherol, Ethylparaben, Methylparaben, Fragrance, Iron Oxides.",1,1,1,1,1,High
10,Moisturizer,FRESH,Lotus Youth Preserve Moisturizer,45,4.3,"Water, Glycerin, Propylene Glycol Dicaprylate/Dicaprate, Pentylene Glycol, Cetearyl Alcohol, Caprylic/Capric Triglyceride, Cetearyl Isononanoate, Betaine, Polymethyl Methacrylate, Steareth-21, Ficus Carica (Fig) Fruit Extract, Lepidium Meyenii Root Extract, Citrus Limon (Lemon) Peel Oil, Cucumis Sativus (Cucumber) Fruit Extract, Algae Extract, Nelumbo Nucifera Flower Extract, Hibiscus Esculentus Fruit Extract, Sodium Hyaluronate, Tocopheryl Acetate, Ascorbyl Tetraisopalmitate, Tocopherol, Behenyl Alcohol, Cetearyl Glucoside, Sorbitol, Dimethicone, Sodium PCA, Caprylyl Glycol, Carbomer, Tromethamine, Cetyl Alcohol, Stearyl Alcohol, Butylene Glycol, Xanthan Gum, Caramel, Citric Acid, Potassium Sorbate, Sorbic Acid, Phenoxyethanol, Limonene, Citral.",0,0,0,0,0,High
28,Moisturizer,CLINIQUE,Dramatically Different Moisturizing Lotion+,28,3.9,"Water , Mineral Oil/Paraffinum Liquidum/Huile Minerale , Glycerin , Petrolatum , Stearic Acid , Glyceryl Stearate , Sesamum Indicum (Sesame) Oil , Urea , Lanolin Alcohol , Triethanolamine , Hordeum Vulgare (Barley) Extract/Extrait D'Orge , Cucumis Sativus (Cucumber) Fruit Extract , Helianthus Annuus (Sunflower) Seedcake , Propylene Glycol Dicaprate , Sodium Hyaluronate , Butylene Glycol , Pentylene Glycol , Trisodium Edta , Phenoxyethanol , Yellow 6 (Ci 15985) , Yellow 5 (Ci 19140) , Red 33 (Ci 17200)",1,1,0,0,0,High
37,Moisturizer,LANEIGE,Water Bank Moisture Cream,35,4.4,"Water, Glycerin, Butylene Glycol, Squalane, Dimethicone, Pentaerythrityl Tetraethylhexanoate, BIS-PEG-18 Methyl Ether Dimethyl Silane, Dicaprylyl Ether, Cyclopentasiloxane, Sucrose Polystearate, Cyclohexasiloxane, Glyceryl Stearate, Urea, Chenopodium Quinoa Seed Extract, Salicornia Herbacea Extract, Magnesium Sulfate, Manganese Sulfate, Calcium Chloride, Zinc Sulfate, Sodium Hyaluronate, Limnanthes Alba (Meadowfoam) Seed Oil, Copper Tripeptide-1, Ceramide 3, Phytosphingosine, Niacinamide, Myristyl Myristate, Glyceryl Undecylenate, Acetyl Glucosamine, Cetearyl Alcohol, Cetyl Ethylhexanoate, Tocopherol, Propanediol, Stearic Acid, Ascorbyl Glucoside, Hydrogenated Lecithin, Xanthan Gum, Trisiloxane, Palmitic Acid, Potassium Cetyl Phosphate, Polyglyceryl-10 Stearate, Polyacrylate-13, Polyisobutene, Propylene Glycol, PEG-100 Stearate, Acrylates, C10-30 Alkyl Acrylate Crosspolymer, PEG-5 Rapeseed Sterol, Hydroxyethyl Acrylate, Sodium Acryloyldimethyl Taurate Copolymer, Hydrogenated Polyisobutene, Polysorbate 20, Tromethamine, Disodium EDTA, Glyceryl Caprylate, Ethylhexylglycerin, Fragrance.",0,1,1,0,1,High
42,Moisturizer,CLINIQUE,Dramatically Different Moisturizing Gel,28,4.5,"Water , Dimethicone , Isododecane , Butylene Glycol , Bis-Peg-18 Methyl Ether Dimethyl Silane , Glycerin , Laminaria Saccharina Extract , Polygonum Cuspidatum Root Extract , Saccharomyces Lysate Extract , Cucumis Sativus (Cucumber) Fruit Extract , Hordeum Vulgare (Barley) Extract/Extrait D'Orge , Helianthus Annuus (Sunflower) Seedcake , Caffeine , Trehalose , Sodium Hyaluronate , Tocopheryl Acetate , Chamomilla Recutita (Matricaria) , Polysilicone-11 , Silica , Propylene Glycol Dicaprate , Oleth-10 , Lactobacillus Ferment , Laureth-23 , Laureth-4 , Ammonium Acryloyldimethyltaurate/Vp Copolymer , Carbomer , Caprylyl Glycol , Hexylene Glycol , Tromethamine , Disodium Edta , Phenoxyethanol , Potassium Sorbate , Yellow 5 (Ci 19140) , Red 4 (Ci 14700) , Yellow 6 (Ci 15985)",1,0,0,1,0,High
67,Moisturizer,SMASHBOX,Camera Ready BB Cream SPF 35,42,4.0,"Water, Dimethicone, Butylene Glycol, Phenyl Trimethicone, Pentylene Glycol, Glyceryl Stearate, Behenyl Alcohol, Trioctyldodecyl Citrate, Polymethylsilsesquioxane, Octyldodecyl Stearoyl Stearate, PEG-40 Stearate, Polyglyceryl-10 Pentastearate, Ammonium Acryloyldimethyltaurate/VP Copolymer, Triticum Vulgare (Wheat) Germ Extract, Hordeum Vulgare (Barley) Extract, Cucumis Sativus (Cucumber) Fruit Extract, Laminaria Saccharina Extract, Pyrus Malus (Apple) Fruit Extract, Scutellaria Baicalensis Root Extract, Polyquaternium-51, Acetyl Hexapeptide-8, Trehalose, Oryzanol, Octyldodecyl Neopentanoate, Urea, Polyglyceryl-6 Polyricinoleate, Propylene Glycol Laurate, Glycyrrhetinic Acid, Tocopheryl Acetate, Sucrose, Glycerin, Sodium Stearoyl Lactylate, Caffeine, Linoleic Acid, Cholesterol, Lecithin, Squalane, Sodium PCA, Isopropyl Titanium Triisostearate, Propylene Glycol Stearate, Stearic Acid, Polysorbate 20, Sorbitan Laurate, Xanthan Gum, Aluminum Hydroxide, Sodium Hyaluronate, Silica, Disodium EDTA, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Sodium Dehydroacetate, Chlorphenesin, Phenoxyethanol. May Contain (+/-): Titanium Dioxide (Ci 77891), Zinc Oxide (Ci 77947), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Mica.",0,0,0,0,0,High
73,Moisturizer,ESTÉE LAUDER,Revitalizing Supreme Global Anti-Aging Crème,82,4.4,"Revitalizing Supreme+ Cell Pwr Crm Division: El (Estee Lauder)Ingredients: Water , Dimethicone , Glycerin , Isohexadecane , Butylene Glycol , Bis-Peg-18 Methyl Ether Dimethyl Silane , Peg-10 Dimethicone , Disteardimonium Hectorite , Pentylene Glycol , Cucumis Sativus (Cucumber) Fruit Extract , Narcissus Tazetta Bulb Extract , Magnolia Officinalis Bark Extract , Hordeum Vulgare (Barley) Extract/Extrait D'Orge , Sigesbeckia Orientalis (St. Paul'S Wort) Extract , Lens Esculenta (Lentil) Fruit Extract , Pyrus Malus (Apple) Fruit Extract , Whey Protein/Lactis Protein/Proteine Du Petit-Lait , Citrullus Vulgaris (Watermelon) Fruit Extract , Moringa Oleifera Seed Extract , Laminaria Digitata Extract , Triticum Vulgare (Wheat) Germ Extract , Opuntia Tuna Extract , Acetyl Hexapeptide-8 , Sorbitol , Helianthus Annuus (Sunflower) Seedcake , Caffeine , Algae Extract , Sodium Hyaluronate , Sodium Lactate , Squalane , Polysilicone-11 , Isododecane , Tocopheryl Acetate , Sucrose , Acetyl Glucosamine , Polyethylene , Propylene Carbonate , Citric Acid , Peg-32 , Propylene Glycol Dicaprate , Peg-6 , Isoceteth-20 , Sodium Dehydroacetate , Aminopropyl Ascorbyl Phosphate , Fragrance , Sodium Pca , Sodium Citrate , Disodium Edta , Bht , Phenoxyethanol , Iron Oxides (Ci 77491)",0,0,0,0,0,High
81,Moisturizer,PETER THOMAS ROTH,Water Drench Hyaluronic Cloud Cream,52,4.4,"Water, Glycerin, Cyclopentasiloxane, Dipropylene Glycol, Dimethicone, Cyclohexasiloxane, Yeast Extract, Sodium Hyaluronate, Ceramide Eop, Ceramide Eos, Ceramide Ap, Ceramide Np, Ceramide Ns, Sambucus Nigra Fruit Extract, Hydrolyzed Silk, Sodium Pca, Tocopherol, Ascorbyl Palmitate, Caprooyl Phytosphingosine, Caprooyl Sphingosine, Saccharide Isomerate, Saccharomyces/Magnesium Ferment, Saccharomyces/Iron Ferment, Saccharomyces/Copper Ferment, Saccharomyces/Silicon Ferment, Saccharomyces/Zinc Ferment, Olea Europaea (Olive) Leaf Extract, Methyl Gluceth-20, Ethylhexylglycerin, Lauryl Peg-9 Polydimethylsiloxyethyl Dimethicone, Cholesterol, Sodium Chloride, Sodium Citrate, Citric Acid, Behenic Acid, Propylene Glycol, Ceteareth-25, Butylene Glycol, Dimethicone/Peg-10/15 Crosspolymer, Cetyl Alcohol, Diso- Dium Edta, Sodium Benzoate, Potassium Sorbate, Phenoxyethanol, Mica.",1,1,1,1,1,High
94,Moisturizer,LANEIGE,Water Bank Essence,36,4.7,"Water, Glycerin, Butylene Glycol, Glycereth-26, Cyclopentasiloxane, Hydrogenated Poly(C6-14 Olefin), Dimethicone, Limnanthes Alba (Meadowfoam) Seed Oil, Trisiloxane, Cyclohexasiloxane, Chenopodium Quinoa Seed Extract, Magnesium Sulfate, Zinc Sulfate, Manganese Sulfate, Calcium Chloride, Ascorbyl Glucoside, Salix Alba (Willow) Bark Extract, Tillandsia Usneoides Extract, Ceratonia Siliqua (Carob) Fruit Extract, Dimethiconol, Betaine, Ammonium Acryloyldimethyltaurate, VP Copolymer, Ethylhexylglycerin, Isopropyl Palmitate, Chondrus Crispus (Carrageenan), Phenyl Trimethicone, Propylene Glycol, PCA Dimethicone, Hydrogenated Lecithin, Hydroxyethyl Acrylate, Sodium Acryloyldimethyl Taurate Copolymer, Disodium EDTA, Phenoxyethanol, Fragrance.",1,1,1,1,1,High
105,Moisturizer,CLINIQUE,Dramatically Different Hydrating Jelly,28,4.0,"Water, Bis-Peg-18 Methyl Ether Dimethyl Silane, Butylene Glycol, Glycerin, Cucumis Sativus (Cucumber) Fruit Extract, Hypnea Musciformis (Algae) Extract, Gelidiella Acerosa Extract, Hordeum Vulgare (Barley) Extract/Extrait D'orge, Padina Pavonica Thallus Extract, Helianthus Annuus (Sunflower) Seedcake, Sucrose, Caffeine, Sodium Hyaluronate, Hydroxyethyl Urea, Hydrolyzed Rice Extract, Sorbitol, Sodium Polyaspartate, Ppg-6-Decyltetradeceth-30, Ethylhexylglycerin, Propylene Glycol Dicaprate, Caprylyl Glycol, Trehalose, Polysorbate 80, Carbomer, Sodium Hydroxide, Hexylene Glycol, Citric Acid, Sodium Citrate, Disodium Edta, Phenoxyethanol.",1,0,1,1,1,High
112,Moisturizer,OLEHENRIKSEN,Invigorating Night Transformation™ Gel,48,4.3,"Water, Glycolic Acid, Glycerin, Chondrus Crispus (Carrageenan), Xantahn Gum, Lactic Acid, Potassium Hydroxide, Vaccinium Myrtillus (Bilberry) Fruit Extract, Phenoxyethanol, Saccharum Officinarum (Sugar Cane) Extract, Propylene Glycol, Chlorphenesin, Citrus Limon (Lemon) Fruit Extract, Acer Saccarum (Sugar Maple) Extract, Sodium Dehydroacetate, Citric Acid, Parfum/Fragrance, Biosaccharide Gum-1, Sodium Levulinate, Calcium Ascorbate, Glyceryl Caprylate, Tocopherol, Glycine Soja (Soybean) Oil, Sodium Anisate, Calcium Carbonate, Calcium Threonate, Glycyrrhiza Glabra (Licorice) Root Extract, Sodium Benzoate, Potassium Sorbate, Benzyl Benzoate.",1,1,1,1,1,High
118,Moisturizer,KIEHL'S SINCE 1851,Super Multi-Corrective Cream,84,4.3,"Water, Glycerin, Dicaprylyl Ether, Butyrospermum Parkii Butter/Shea Butter, Hydroxypropyl Tetrahydropyrantriol, Isononyl Isononanoate, Isopropyl Isostearate, Propylene Glycol, Sodium Tetrahydrojasmonate, Cetyl Alcohol, Dimethicone, Behenyl Alcohol, Dipropylene Glycol, Stearic Acid, Glyceryl Stearate, Palmitic Acid, Phenoxyethanol, Cetearyl Alcohol, Carbomer, Arachidyl Alcohol, Caprylyl Glycol, PEG-100 Stearate, Xanthan Gum, Sodium Hydroxide, Cetearyl Glucoside, Stearyl Alcohol, Hydrolyzed Hyaluronic Acid, Disodium EDTA, Rosmarinus Officinalis Leaf Oil/Rosemary Leaf Oil, Adenosine, Limonene, Pelargonium Graveolens Flower Oil, Lavandula Hybrida Oil, Cucumis Sativus Fruit Extract/Cucumber Fruit Extract, Curcuma Longa Extract/Turmeric Root Extract, Sclareolide, Rosa SPP/Rose Flower Oil, Jasminum Officinale Extract/ Jasmine Extract, Citric Acid.",0,0,0,0,0,High
133,Moisturizer,IT COSMETICS,Miracle Water 3-in-1 Micellar Cleanser,38,4.5,"Water, Dipropylene Glycol, Peg-6 Caprylic/Capric Glycerides, Propanediol, Glycerin, Butylene Glycol, 1,2-Hexanediol, Ulmus Davidiana Root Extract, Amaranthus Caudatus Seed Extract, Saccharomyces/Rice Ferment Filtrate Extract, Aspergillus/Camellia Sinensis Leaf Extract Ferment Filtrate, Saccharum Officinarum Ferment Extract, Saccharomyces/Rice Ferment Filtrate, Aspergillus/Rice Ferment Extract, Lactobacillus/Pumpkin Ferment Extract, Lactobacillus/Rice Ferment, Monascus/Rice Ferment, Lactobacillus/Kelp Ferment Filtrate, Camellia Sinensis Leaf Extract, Panax Ginseng Root Extract, Cocos Nucifera (Coconut) Fruit Extract, Bacillus/Soybean Ferment Extract, Phenoxyethanol, Hydrogenated Lecithin, Ficus Carica (Fig) Fruit Extract, Centella Asiatica Extract, Ceramide Np, Lactobacillus/Dipteryx Odorata Seed Ferment Filtrate, Leuconostoc/Radish Root Ferment Filtrate, Disodium Edta, Ethylhexylglycerin, Sodium Citrate, Citric Acid, Rosa Damascena Flower Water, Portulaca Oleracea Extract, Soluble Collagen, Sodium Hyaluronate, Xanthan Gum, Pueraria Thunbergiana Root Extract, Cnidium Officinale Root Extract, Aloe Barbadensis Leaf Juice, Paeonia Lactiflora Root Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Propylene Glycol, Chamomilla Recutita (Matricaria) Flower/Leaf Extract, Cholesteryl Oleyl Carbonate, Cholesteryl Chloride, Cholesteryl Dichlorobenzoate, Cholesteryl Nonanoate, Bht, 3-O-Ethyl Ascorbic Acid, Palmitoyl Tetrapeptide-7, Palmitoyl Hexapeptide-12, Aloe Barbadensis Leaf Extract, Camellia Sinensis Leaf Water, Polymethylsilsesquioxane, Diamond Powder, Oryza Sativa (Rice) Extract, Curcuma Longa (Turmeric) Root Extract, Hydrolyzed Collagen, Niacinamide, Pearl Extract, Polysorbate 20, Retinol, Tocopheryl Acetate, Squalane.",1,1,1,1,1,High
146,Moisturizer,LANEIGE,Water Bank Hydrating Gel,35,4.6,"Water, Butylene Glycol, Cyclopentasiloxane, Glycerin, Alcohol, Cyclohexasiloxane, Dimethicone, Chenopodium Quinoa Seed Extract, Magnesium Sulfate, Zinc Sulfate, Manganese Sulfate, Calcium Chloride, Ascorbyl Glucoside, Chamaecyparis Obtusa Water, Sodium Hyaluronate, Ceramide 3, Acetyl Glucosamine, Copper Tripeptide-1, Niacinamide, Tocopherol, Limnanthes Alba (Meadowfoam) Seed Oil, Glyceryl Stearate, Dicaprylyl Carbonate, Cyclomethicone, Cetearyl Alcohol, Cetyl Ethylhexanoate, Stearic Acid, Ammonium Acryloyldimethyltaurate, VP Copolymer, Ethylhexylglycerin, Trisiloxane, Palmitic Acid, Phenyl Methicone, Potassium Cetyl Phosphate, Polyglyceryl-10 Stearate, Polyglyceryl-3 Methylglucose Distearate, Polysorbate 20, Polysilicone-11, Polyacrylate-13, Polyethylene, Polyisobutene, Propylene Glycol, PEG-100 Stearate, PEG-5 Rapeseed Sterol, PEG, PPG-20, 15 Dimethicone, Phytosphingosine, Hydrogenated Lecithin, Hydrogenated Polyisobutene, Hydroxyethyl Acrylate, Sodium Acryloyldimethyl Taurate Copolymer, Disodium EDTA, Phenoxyethanol, Fragrance.",1,0,1,1,1,High
177,Moisturizer,NURSE JAMIE,Tech Neck Prevention Kit,69,5.0,"-Silicone Wrap: Creates a hydrating climate for intense moisture. -Epidermal Growth Factor: Increases cell renewal. -Plant Stem Cells: Assist in fighting free-radicals and sun damage. -Hyaluronic Acid: Moisturizes the skin and promotes enhanced volume. EGF Botanical Complex: Water, Ethyl Macadamiate, Octyldodecanol,Caprylic/Capric Triglyceride, Oleth-10 Phosphate, Cetyl Esters, Tribehenin PEG-20 Esters, Malus Domestica Fruit Cell Culture Extract, Dimethicone, Hydroxypropyl Cyclodextrin, Palmitoyl Tripeptide-38, Tribehenin, Glyceryl Stearate, Butyrospermum Parkii (Shea Butter), Sodium Polyacrylate, Hydrogenated Polydecene, Trideceth-10, Phospholipids, rH-Oligopeptide-1, Isomalt, Vitis Vinifera (Grape) Fruit Cell Extract, Algae Extract, Camellia Sinensis Leaf Extract, Tetrahexyldecyl Ascorbate, Panthenol, Sodium PCA, Sodium Hyaluronate, Xantham Gum, Glycerin, Lecithin, Allantoin, Dimethyl Lauramine Oleate, Ammonium Acryloyldimethyltaurate/VP Copolymer, Dimethicone PEG-8 Meadowfoamate, Cetearyl Ethylhexanoate, Propylene Glycol, Triethanolamine, Potassium Sorbate, Phenoxyethanol, Ethylhexylglycerin, Fragrance.",0,0,0,0,0,High
184,Moisturizer,ESTÉE LAUDER,Advanced Time Zone Night Age Reversing Line/Wrinkle Crème,80,4.7,"Adv Timezone Night Age Rvr Lw Crm Division: El (Estee Lauder)Ingredients: Water , Bis-Diglyceryl Polyacyladipate-2 , Hdi/Ppg/Polycaprolactone Crosspolymer , Simmondsia Chinensis (Jojoba) Seed Oil , Glycerin , Caprylic/Capric Triglyceride , C12-20 Acid Peg-8 Ester , Dimethicone , Butylene Glycol , Sucrose , Cetyl Alcohol , Citrullus Vulgaris (Watermelon) Fruit Extract , Sigesbeckia Orientalis (St. Paul'S Wort) Extract , Pyrus Malus (Apple) Fruit Extract , Lens Esculenta (Lentil) Fruit Extract , Centaurium Erythraea (Centaury) Extract , Hordeum Vulgare (Barley) Extract/Extrait D'Orge , Cucumis Sativus (Cucumber) Fruit Extract , Tamarindus Indica Seed Extract , Salicornia Herbacea Extract , Polygonum Cuspidatum Root Extract , Vitis Vinifera (Grape) Seed Extract , Hydrolyzed Rice Extract , Rosmarinus Officinalis (Rosemary) Extract , Selaginella Tamariscina (Spike Moss) Extract , Humulus Lupulus (Hops) Extract , Citrus Reticulata (Tangerine) Peel Extract , Rhodochrosite Extract , Cucumis Melo (Melon) Fruit Extract , Yeast Extract/Faex/Extrait De Levure , Limonium Vulgare Flower/Leaf/Stem Extract , Whey Protein/Lactis Protein/Proteine Du Petit-Lait , Thermus Thermophillus Ferment , Persea Gratissima (Avocado) Oil , Punica Granatum (Pomegranate) Fruit Juice , Cholesterol , Linoleic Acid , Caffeine , Acetyl Glucosamine , Linolenic Acid , Adenosine Phosphate , Phospholipids , Acetyl Hexapeptide-8 , Ammonium Acryloyldimethyltaurate/Vp Copolymer , Behenyl Alcohol , Saccharide Isomerate , Peg-100 Stearate , Phytosterols , Tocopheryl Acetate , Triolein , Glyceryl Stearate , Trehalose , Potassium Cetyl Phosphate , Caprylyl Glycol , Propylene Glycol Dicaprate , Sodium Pca , Helianthus Annuus (Sunflower) Seedcake , Propylene Glycol Dicaprylate , Xanthan Gum , Acrylates/C10-30 Alkyl Acrylate Crosspolymer , Sodium Hyaluronate , Sodium Lactate , Dipalmitoyl Hydroxyproline , Phytosteryl Canola Glycerides , Oleic Acid , Palmitic Acid , Stearic Acid , Potassium Sulfate , Acrylamide/Sodium Acryloyldimethyltaurate Copolymer , Decarboxy Carnosine Hcl , Isohexadecane , Nordihydroguaiaretic Acid , Carbomer , Polysorbate 80 , Cyclodextrin , Fragrance , Silica , Ethylbisiminomethylguaiacol Manganese Chloride , Sodium Hydroxide , Phenoxyethanol , Red 33 (Ci 17200) , Blue 1 (Ci 42090)",0,0,0,0,0,High
194,Moisturizer,CLINIQUE,Limited Edition Dramatically Different™ Moisturizing Gel,39,5.0,"Water, Dimethicone, Isododecane, Butylene Glycol, Bis-Peg-18 Methyl Ether Dimethyl Silane, Glycerin, Laminaria Saccharina Extract, Polygonum Cuspidatum Root Extract, Saccharomyces Lysate Extract, Cucumis Sativus (Cucumber) Fruit Extract, Hordeum Vulgare (Barley) Extract/Extrait D'Orge, Helianthus Annuus (Sunflower) Seedcake, Caffeine, Trehalose, Sodium Hyaluronate, Tocopheryl Acetate, Chamomilla Recutita (Matricaria), Polysilicone-11, Silica, Propylene Glycol Dicaprate, Oleth-10, Lactobacillus Ferment, Laureth-23, Laureth-4, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Carbomer, Caprylyl Glycol, Hexylene Glycol, Tromethamine, Disodium Edta, Phenoxyethanol, Potassium Sorbate, Yellow 5 (Ci 19140), Red 4 (Ci 14700), Yellow 6 (Ci 15985).",1,0,0,1,0,High
201,Moisturizer,ESTÉE LAUDER,"Resilience Lift Firming/Sculpting Face and Neck Creme Broad Spectrum SPF 15, Normal/Combination Skin",108,4.1,"Res Lift Firm/Sclp Face Nc Spf15 Division: El (Estee Lauder)Active Ingredients: Avobenzone 3.00% , Octisalate 5.00% , Octocrylene 2.70%Ingredients: Water , Neopentyl Glycol Diheptanoate , Cetyl Alcohol , Pentaerythrityl Tetraethylhexanoate , Glycerin , Polyethylene , Butyloctyl Salicylate , Di-C12-15 Alkyl Fumarate , Petrolatum , Hydrogenated Lecithin , Butylene Glycol , Propanediol , Hydrogenated Polyisobutene , Octyldodecyl Myristate , Hexyldecyl Stearate , Dimethicone , Glyceryl Stearate , Laminaria Digitata Extract , Behenyl Alcohol , Algae Extract , Persea Gratissima (Avocado) Oil , Coleus Barbatus Extract , Cucumis Melo (Melon) Fruit Extract , Potato Starch Modified , Mimosa Tenuiflora Bark Extract , Yeast Extract/Faex/Extrait De Levure , Plankton Extract , Aminopropyl Ascorbyl Phosphate , Thermus Thermophillus Ferment , Saccharomyces Ferment Lysate Filtrate , Artemia Extract , C12-16 Alcohols , Acetyl Glucosamine , Linoleic Acid , Whey Protein/Lactis Protein/Proteine Du Petit-Lait , Peg-100 Stearate , Tocopheryl Acetate , Caffeine , Ergothioneine , Glycine Soja (Soybean) Sterols , Decarboxy Carnosine Hcl , Palmitic Acid , Creatine , Ethylhexylglycerin , Polymethyl Methacrylate , Trehalose , Glucose , Sodium Hyaluronate , Sorbitol , Zinc Pca , Cholesterol , Malachite , Acetyl Hexapeptide-8 , Maltodextrin , Lecithin , Acrylamide/Sodium Acryloyldimethyltaurate Copolymer , Isohexadecane , Sodium Hydroxide , Polysorbate 80 , Lactoperoxidase , Hexylene Glycol , Hydrogenated Starch Hydrolysate , Potassium Sulfate , Glucose Oxidase , Polysilicone-11 , Propylene Glycol Dicaprylate , Xanthan Gum , Caprylyl Glycol , Citric Acid , Fragrance , Bht , Disodium Edta , Phenoxyethanol , Potassium Sorbate , Mica , Titanium Dioxide (Ci 77891) , Red 4 (Ci 14700) , Yellow 5 (Ci 19140)",0,0,0,0,0,High
